,productid,imageid,has_description
39838,4231965340,1322853074,1
39839,4040441644,1279680614,1
39840,2973520545,1177630945,1
39841,867168159,1045095107,1
39842,4187453946,1311436398,1
39843,303886488,995608970,1
39844,4215723907,1317917990,1
39845,3986431027,1271979141,1
39846,4233666394,1324268029,1
39847,3881981362,1257577022,1
39848,1222938995,1069088061,1
39849,4235890185,1324280426,1
39850,848820434,1043215091,1
39851,3971907180,1270439337,1
39852,4183317047,1313461782,1
39853,3846513608,1251932510,1
39854,3583114205,1223683404,1
39855,4235890148,1324279493,1
39856,4182065250,1311233321,1
39857,1631551337,1095049953,1
39858,3881981294,1257574502,1
39859,4182063296,1311190119,1
39860,3986432643,1271994702,1
39861,2087485707,1125000195,0
39862,4235890428,1324285606,1
39863,3889182165,1259681700,1
39864,3986443643,1272176124,1
39865,4214053554,1319196598,1
39866,4019925370,1280168106,1
39867,4182066521,1311262654,1
39868,858166743,1053483239,0
39869,3798822388,1246379553,1
39870,3855830352,1253263714,1
39871,4233701430,1324070972,1
39872,858164368,1056609093,0
39873,4187456453,1311478632,1
39874,3986429870,1271963104,1
39875,2677318239,1156760398,1
39876,2352568248,1137853041,0
39877,3138621603,1193177968,1
39878,4130122728,1296294915,1
39879,4235890587,1324287662,1
39880,3989617325,1272469251,1
39881,4187456449,1311478577,1
39882,3971904799,1270419061,1
39883,3881645032,1257460625,1
39884,2444229653,1141937243,0
39885,3798820451,1246373667,1
39886,621687446,1038261356,1
39887,4235884576,1324240580,1
39888,3138621775,1193178127,1
39889,4187457940,1311492413,1
39890,4182067059,1311286978,1
39891,4182064042,1311211752,1
39892,4040190031,1279639156,1
39893,1492585480,1084068225,1
39894,3798830834,1246406732,1
39895,248296348,964839806,0
39896,4137782801,1298039562,1
39897,4169062459,1322830147,1
39898,2584172706,1151437258,1
39899,3184514940,1196273233,1
39900,1348359934,1075506971,1
39901,4183600719,1313602558,1
39902,4141525779,1299015803,1
39903,4019916717,1280133122,1
39904,4235882084,1324196201,1
39905,3986439610,1272081916,1
39906,4182067069,1311287586,1
39907,2494567408,1145327853,1
39908,3898891065,1261257230,1
39909,4233706184,1324125288,1
39910,3986436614,1272014233,1
39911,2827786976,1166967403,1
39912,2983741377,1178278083,1
39913,3798828545,1246398492,1
39914,603560673,1235264947,1
39915,4235882405,1324201231,1
39916,3986433140,1271995910,1
39917,3898895171,1261334234,1
39918,3986430552,1271970137,1
39919,4093213427,1290375519,1
39920,4040193470,1279675728,1
39921,3583114305,1223683484,1
39922,4187657932,1315220762,1
39923,1704986185,1099602912,1
39924,3760788277,1241868824,1
39925,3986440742,1272115122,1
39926,4182061279,1311149294,1
39927,2738476997,1161785204,0
39928,1921225702,1112279803,1
39929,4130122082,1296286735,1
39930,4232482449,1323039520,1
39931,3751398591,1240933318,1
39932,4183490941,1313558221,1
39933,4093213498,1290376797,1
39934,3798829012,1246399858,1
39935,4235883675,1324218616,1
39936,3760787840,1241855180,1
39937,3971919629,1270497096,1
39938,3798818239,1246372313,1
39939,4183600634,1313601681,1
39940,4019916733,1280133199,1
39941,1183436170,1067702256,0
39942,4137783224,1298048564,1
39943,3798821334,1246375151,0
39944,4233705591,1324108838,1
39945,3827300501,1249925030,1
39946,2326027199,1136261659,1
39947,3814884555,1248394668,1
39948,3900714349,1261902871,1
39949,4183494607,1313577439,1
39950,4187458972,1311499060,1
39951,3798818768,1246372961,1
39952,3798825341,1246391065,1
39953,3971905617,1270430788,1
39954,4187318205,1311369889,1
39955,3986443130,1272165005,1
39956,3986440332,1272103674,1
39957,4019920004,1280139155,1
39958,4100318142,1291150085,1
39959,4183581945,1317074921,1
39960,4187456464,1311478775,1
39961,4174726020,1308950735,1
39962,3798831292,1246408121,1
39963,858163198,1057500155,0
39964,3986440322,1272103353,1
39965,4235883967,1324228112,1
39966,262771475,971625669,0
39967,3986443687,1272177407,1
39968,3986440995,1272120420,1
39969,4183316739,1313459475,1
39970,4235883128,1324214278,1
39971,4093215416,1290405637,1
39972,3964948825,1269952164,1
39973,3898897090,1261349805,1
39974,4157570733,1303096655,1
39975,224157354,957276295,0
39976,4137778706,1298000605,1
39977,4186125558,1314015484,1
39978,1921227743,1112279264,0
39979,2756804220,1254281803,1
39980,4187516858,1315183232,1
39981,4019921883,1277162572,1
39982,3696317581,1235615617,1
39983,4130124302,1296381767,1
39984,3900713813,1261891469,1
39985,2510106191,1146024006,1
39986,2598366247,1152095182,1
39987,3668643918,1232733760,1
39988,4137783469,1298050859,1
39989,1415054705,1079161486,1
39990,4019919844,1280138512,1
39991,4235883894,1324225681,1
39992,4019917052,1280133705,1
39993,4187452638,1311420686,1
39994,3986443720,1272178176,1
39995,4183600512,1317087969,1
39996,4232482373,1323038301,1
39997,3900713469,1261877078,1
39998,4182068658,1311316208,1
39999,4130122725,1296294846,1
40000,4233705599,1324109136,1
40001,1921226173,1112279586,0
40002,4040188776,1279629232,1
40003,4235884502,1324238696,1
40004,4183696777,1313629849,1
40005,4187455115,1311456285,1
40006,4183371959,1313496840,1
40007,3986432121,1271991747,1
40008,3798825857,1246391745,1
40009,4019920913,1280142966,1
40010,3736145509,1239419315,1
40011,3814960657,1248468106,1
40012,3986431553,1271984766,1
40013,4233703820,1324090610,1
40014,3696316450,1235614869,1
40015,4187452137,1311415141,1
40016,4183467464,1313531327,1
40017,2041744418,1121713995,1
40018,949481056,1049150804,1
40019,3444271427,1213354409,1
40020,1179979530,1067296295,1
40021,4200225300,1313735159,1
40022,3760786542,1241845910,1
40023,3986440953,1272119639,1
40024,2035783683,1121436497,1
40025,4127302893,1295614908,1
40026,4019916462,1280131306,1
40027,4019916673,1280132560,1
40028,3971919639,1270497397,1
40029,858167176,1054210973,0
40030,4229321286,1322843984,1
40031,3161937985,1195004104,1
40032,3971908127,1270451894,1
40033,3652377079,1231533288,1
40034,3854906828,1253116576,1
40035,435259521,1007803746,0
40036,2109911988,1127077502,0
40037,569613440,1026840619,0
40038,50589682,470809830,1
40039,80097362,848850184,0
40040,341551155,999689751,0
40041,1589081740,1092993789,0
40042,88293664,855456937,0
40043,88750678,855920140,0
40044,569922762,1027082413,0
40045,50193342,441840230,1
40046,416612607,1007357725,0
40047,2097796100,1126044194,0
40048,435858659,1008022386,0
40049,435874853,1008014585,0
40050,569654749,1027054733,0
40051,569776222,1027068089,0
40052,82183044,854307591,0
40053,570672491,1027343285,0
40054,3871090735,1255924129,0
40055,570614475,1027221389,0
40056,62076956,781435538,0
40057,50565607,468626330,1
40058,435874057,1008021839,0
40059,569555985,1026806043,0
40060,2756114978,1162972358,0
40061,435918493,1008107428,0
40062,50300022,451500530,1
40063,231193635,959152021,0
40064,440705032,1009334717,0
40065,180812683,927683878,0
40066,146693992,901366156,0
40067,569947967,1027131873,0
40068,570726422,1027355881,0
40069,48582776,351747130,0
40070,570743206,1027289566,0
40071,569666955,1026873444,0
40072,152763301,908480231,0
40073,569885586,1027136043,0
40074,569627652,1026990379,0
40075,1843821217,1104927202,0
40076,440570434,1009265615,0
40077,435860578,1008051507,0
40078,47265662,1015753818,0
40079,570653862,1027291162,0
40080,569552746,1026812658,0
40081,435892780,1008017936,0
40082,472712526,1014621612,0
40083,47518752,833748127,0
40084,1337903767,1074730950,0
40085,185644991,931246632,0
40086,258720350,970337579,0
40087,435929302,1008104217,0
40088,3175468080,1195809962,0
40089,1299636211,1072000073,0
40090,436059499,1008133025,0
40091,435842596,1007977678,0
40092,569545760,1026790231,0
40093,440559420,1009240797,0
40094,828001335,1041613626,0
40095,435016648,1007493270,0
40096,288596393,984241682,0
40097,569605898,1026832078,0
40098,436075341,1008165846,0
40099,435112608,1007688023,0
40100,435179366,1007600977,0
40101,435917708,1008106880,0
40102,2603085,77800630,0
40103,440576066,1009258375,0
40104,1228311298,1069190206,0
40105,569997691,1027189302,0
40106,6486525,254423379,0
40107,293697186,987289664,0
40108,569630296,1027036121,0
40109,440651249,1009303951,0
40110,3453402649,1213788930,0
40111,569653544,1027020133,0
40112,435847178,1007981536,0
40113,440554340,1009231485,0
40114,3578617,144973330,0
40115,35228850,684671573,0
40116,435019085,1007490503,0
40117,1349998071,1075610098,0
40118,435911572,1008060689,0
40119,3296479,104274230,0
40120,466431905,1013427394,0
40121,435097039,1007586072,0
40122,435020951,1007484369,0
40123,53999416,568198981,0
40124,436059241,1008132302,0
40125,1271837042,1071170568,0
40126,49486304,497791169,0
40127,473941999,1014678086,0
40128,440689810,1009331201,0
40129,61256574,858187409,0
40130,436097632,1008196099,0
40131,569564018,1026842776,0
40132,435858415,1008033002,0
40133,620202879,1032404365,0
40134,4169004705,1307245924,0
40135,110038015,867184698,0
40136,87353467,854585124,0
40137,3736147573,1239685704,0
40138,108106571,865752794,0
40139,50524101,464523430,1
40140,73926371,845196816,0
40141,436070727,1008155298,0
40142,570687533,1027273750,0
40143,13465616,857503207,0
40144,440707602,1009338708,0
40145,570709892,1027338138,0
40146,2646987017,1155743676,0
40147,440548263,1009224034,0
40148,435289247,1007715626,0
40149,1534816034,1148436700,1
40150,570664862,1027342715,0
40151,436089258,1008176002,0
40152,448995242,1011194541,0
40153,435018967,1007499452,0
40154,435852571,1007990303,0
40155,56447438,894233414,0
40156,70866628,863362211,1
40157,570686334,1027363414,0
40158,435123847,1007618999,0
40159,50304390,451820130,1
40160,5722587,844459276,0
40161,569605202,1026807575,0
40162,976547537,1051770064,0
40163,3960243422,1269884869,0
40164,3198737521,1196882901,0
40165,714896952,1235714477,0
40166,569632064,1027044463,0
40167,148957140,904387721,0
40168,148050670,903376718,0
40169,155385679,911149470,0
40170,435128809,1007649076,0
40171,570717075,1027287126,0
40172,3452223480,1213706854,0
40173,299332878,991859322,0
40174,119302080,915913687,0
40175,1303807,1071325,0
40176,435169283,1007720933,0
40177,569865302,1027032179,0
40178,69542379,1026246315,0
40179,53005570,531072644,0
40180,569802590,1027149823,0
40181,2615864256,1153326277,0
40182,435110795,1007718099,0
40183,112636642,891909187,0
40184,4016118440,1277053157,0
40185,50282653,449977130,1
40186,473942631,1014678012,0
40187,435135636,1007737730,0
40188,78257545,875748527,0
40189,569541251,1026789699,0
40190,570634840,1027288012,0
40191,50211558,443323030,1
40192,55418316,847230775,0
40193,570636654,1027291824,0
40194,435841733,1007978931,0
40195,436085631,1008151366,0
40196,146128918,900454220,0
40197,76514908,847149240,0
40198,1543824318,1088773444,0
40199,1290355986,1071718641,0
40200,513643934,1020010378,0
40201,569748704,1026983390,0
40202,1817781,41843730,0
40203,103229844,862904459,0
40204,570724553,1027351825,0
40205,440553137,1009228263,0
40206,436107303,1008163766,0
40207,50317117,452843130,1
40208,440647970,1009307565,0
40209,3822989370,1250021748,0
40210,93406101,890063125,0
40211,440660019,1009324870,0
40212,3322833411,1207275049,0
40213,569595760,1026887207,0
40214,75562986,867005757,0
40215,3500993527,1218173918,0
40216,74979531,845904839,0
40217,184869801,930780213,0
40218,18834694,752516368,0
40219,436074794,1008150542,0
40220,440694316,1009309255,0
40221,569996940,1027191302,0
40222,435074932,1007686072,0
40223,1976206515,1117922707,0
40224,70277549,874397067,0
40225,85500859,854232307,0
40226,570639760,1027249090,0
40227,435922835,1008077681,0
40228,570688115,1027275414,0
40229,97380866,956350270,0
40230,416641536,1007378008,0
40231,435114222,1007746484,0
40232,6657663,865809729,0
40233,64612584,876557430,0
40234,492524,906253895,0
40235,570647012,1027234245,0
40236,569634568,1026821933,0
40237,435015500,1007520399,0
40238,145700130,901532088,1
40239,569684885,1027064082,0
40240,569773522,1026893330,0
40241,569758962,1027095475,0
40242,1228311241,1069189822,0
40243,55368285,637873335,0
40244,569681007,1027030365,0
40245,18229508,1028869004,0
40246,569598101,1026955441,0
40247,2613604291,1153322093,0
40248,570636262,1027287682,0
40249,1299637431,1071997615,0
40250,569685050,1027056101,0
40251,435013374,1007506677,0
40252,440699694,1009310772,0
40253,435865576,1008038550,0
40254,569622954,1026894935,0
40255,3728306530,1238732988,0
40256,435256875,1007750756,0
40257,435301438,1007815601,0
40258,1978374,500094702,0
40259,570706437,1027318740,0
40260,272692451,975086929,0
40261,436071669,1008160758,0
40262,570649679,1027262769,0
40263,104925688,875909027,0
40264,435282576,1007766125,0
40265,56386896,671979554,0
40266,3768951995,1243230359,0
40267,436076178,1008180168,0
40268,436061343,1008137682,0
40269,436087187,1008151506,0
40270,1351999039,1075714443,0
40271,128338729,1012229505,0
40272,62033651,973045106,0
40273,570722983,1027344609,0
40274,435146588,1007655531,0
40275,440701555,1009325772,0
40276,48109592,1055369086,0
40277,569810936,1027169861,0
40278,2657637,588679337,0
40279,569985100,1027183143,0
40280,435057542,1007669629,0
40281,435107058,1007642836,0
40282,570664517,1027338543,0
40283,48502398,350416858,0
40284,383495380,1002934706,0
40285,435906446,1008037864,0
40286,2263950484,1133845182,0
40287,435082444,1007538641,0
40288,569626703,1026944495,0
40289,440576504,1009252221,0
40290,70128220,932012869,1
40291,569609282,1026849188,0
40292,435917745,1008107663,0
40293,51316225,489215753,0
40294,250606604,966041162,0
40295,315542033,1009298403,0
40296,435147263,1007668884,0
40297,77384810,847787578,0
40298,570628253,1027273132,0
40299,3650172663,1231760156,0
40300,145700262,901531971,1
40301,435857154,1008029328,0
40302,435047319,1007603802,0
40303,570663405,1027317046,0
40304,3297181686,1205024930,0
40305,435911240,1008082263,0
40306,285676296,982534615,0
40307,2650343633,1156119050,0
40308,89857334,856853817,0
40309,435890706,1008066721,0
40310,2640885336,1155229216,0
40311,435851164,1007987009,0
40312,314654412,997177389,0
40313,570716320,1027278041,0
40314,436082155,1008215337,0
40315,50308620,452193230,1
40316,825003694,1234866885,0
40317,151378497,1024710933,0
40318,569540693,1026777514,0
40319,3045694724,1187457242,0
40320,3630995925,1252601668,0
40321,435017039,1007508281,0
40322,204236953,940508234,0
40323,569840881,1026936750,0
40324,435011873,1007511835,0
40325,435879736,1008039635,0
40326,125601928,881170568,0
40327,1035567935,1054102558,0
40328,159200229,914735950,0
40329,99980960,871247731,0
40330,46638527,901532285,1
40331,569636183,1026836000,0
40332,3397647,110230130,0
40333,416638178,1007372058,0
40334,569796747,1027084056,0
40335,436099202,1008189902,0
40336,435069207,1007604623,0
40337,50594559,471295830,1
40338,569848945,1026949837,0
40339,72845851,844620653,0
40340,50325310,453598130,1
40341,436068758,1008170245,0
40342,473938634,1014675554,0
40343,120095950,874333759,0
40344,89403930,856318188,0
40345,50555168,467680030,1
40346,109719338,866835948,0
40347,3643755,861399502,0
40348,435302917,1007824001,0
40349,569561646,1026833942,0
40350,1299638953,1071998681,0
40351,435266982,1007778395,0
40352,105166550,863894334,0
40353,569789313,1026964437,0
40354,435016619,1007496740,0
40355,435018487,1007493986,0
40356,49573702,896411152,1
40357,569931955,1027082411,0
40358,435046491,1007633102,0
40359,569979946,1027172239,0
40360,241416029,962641056,0
40361,70286554,859407619,0
40362,3430320,166843130,0
40363,1155337835,1065842961,0
40364,1159793799,1066956830,0
40365,54866344,608520490,0
40366,1351997958,1075713587,0
40367,48662055,353172133,0
40368,315516429,1026798100,0
40369,88704171,933699796,0
40370,2457170,833347280,0
40371,435106824,1007648641,0
40372,255839380,968985127,1
40373,1159494211,1066567993,0
40374,435018693,1007512363,0
40375,5862738,393356830,0
40376,569946257,1027122541,0
40377,48230032,894237199,1
40378,127960791,975676334,0
40379,1414732585,1079222880,0
40380,1315834719,1073302267,0
40381,3635742565,1230550662,0
40382,436059612,1008132179,0
40383,1174918355,1067030051,0
40384,435015265,1007497625,0
40385,127235455,882669231,0
40386,3452503844,1213725108,0
40387,569682625,1027072946,0
40388,405111024,1004575542,0
40389,503952142,1016883448,0
40390,81574630,850054932,0
40391,64727685,833615884,0
40392,435851722,1008001142,0
40393,2103183023,1126536141,0
40394,569543007,1026782626,0
40395,1500097652,1084656193,0
40396,570001341,1027200216,0
40397,2896957613,1171536502,0
40398,2022519464,1120949264,0
40399,61093333,754459252,0
40400,435016656,1007487255,0
40401,55240538,633037142,0
40402,570689289,1027269367,0
40403,173068774,923073649,0
40404,435261628,1007809254,0
40405,3495836003,1218041821,0
40406,570728767,1027353134,0
40407,50545369,466940230,1
40408,569742159,1026906993,0
40409,50455869,458562430,1
40410,569667839,1026914834,0
40411,569686327,1027030159,0
40412,435050550,1007698612,0
40413,3300395955,1205767233,0
40414,435911802,1008086566,0
40415,440573048,1009243592,0
40416,176556958,925094895,0
40417,569977974,1027177311,0
40418,569541793,1026784688,0
40419,570691573,1027300411,0
40420,435078031,1007676707,0
40421,2817828569,1166708058,0
40422,1481223736,1083733434,0
40423,75565163,873168311,0
40424,1148196213,1067527071,0
40425,435928280,1008085047,0
40426,2079102,849587196,0
40427,435086774,1007576473,0
40428,435110077,1007727300,0
40429,435876916,1008021376,0
40430,436104107,1008210269,0
40431,2649780,80901130,0
40432,190667468,933489351,0
40433,440704072,1009327401,0
40434,176899712,925328044,0
40435,435856098,1008026966,0
40436,744998601,1038112124,0
40437,49936759,1009213173,0
40438,436061597,1008139790,0
40439,440553384,1009230677,0
40440,101512786,862117631,0
40441,3623586011,1229202484,1
40442,14395067,284032653,0
40443,64573634,896413292,0
40444,70093133,860116780,1
40445,2215364001,1132097168,0
40446,3452186151,1213702235,0
40447,151058712,906561790,0
40448,60055096,731580395,0
40449,569728780,1026945865,0
40450,54754666,602495049,0
40451,87052957,1200700632,0
40452,2073367,531137202,0
40453,435161820,1007689006,0
40454,1984477325,1118512536,0
40455,3878759527,1257956276,0
40456,5195409,908162148,0
40457,436082096,1008213228,0
40458,569967129,1027105195,0
40459,2702843179,1158880547,0
40460,435117656,1007782239,0
40461,7018608,864369390,1
40462,150452553,905990562,0
40463,50315040,452679630,1
40464,440647535,1009301555,0
40465,569864367,1027058497,0
40466,145077678,899062431,0
40467,569653660,1027002796,0
40468,436098184,1008190680,0
40469,4014077269,1277048915,0
40470,435904695,1008069458,0
40471,112596705,868873038,0
40472,207892663,946376404,0
40473,3831333240,1250447054,0
40474,569984697,1027174505,0
40475,569980021,1027176645,0
40476,569568802,1026795876,0
40477,569773459,1026952011,0
40478,77966890,848244978,0
40479,416644571,1007376805,0
40480,436092243,1008161861,0
40481,567661016,1026674675,0
40482,3453580329,1213813373,0
40483,1586992283,1092896012,0
40484,435111194,1007753892,0
40485,435062889,1007542519,0
40486,88472802,855773421,0
40487,3426171,338697478,0
40488,3778406560,1244397702,0
40489,569375574,1026763572,0
40490,570660851,1027321528,0
40491,50223208,444301830,1
40492,115971182,871444862,0
40493,181373630,928102804,0
40494,435039213,1007567570,0
40495,93040635,858596466,0
40496,1333303548,1096853360,0
40497,435152393,1007632264,0
40498,3661921757,1232852478,0
40499,1196307736,1069065032,0
40500,1237001324,1069756056,0
40501,570628142,1027257229,0
40502,1617573,28134330,0
40503,17690099,294531654,0
40504,570632428,1027269211,0
40505,113164180,983818943,0
40506,569840523,1026926036,0
40507,60055093,731580390,0
40508,570684184,1027367134,0
40509,569538926,1026778417,0
40510,221732558,956434901,0
40511,440546230,1009232791,0
40512,3633475737,1230536332,0
40513,569557264,1026842372,0
40514,70085729,853253265,1
40515,569895005,1027151329,0
40516,1702739610,1099550915,0
40517,50484031,460912130,1
40518,61627001,1234867765,0
40519,143146551,897336654,0
40520,440707267,1009332763,0
40521,116423175,522713230,0
40522,569546695,1026791051,0
40523,70101954,835774542,1
40524,120926311,886422642,1
40525,570718558,1027301954,0
40526,440548595,1009234496,0
40527,569851841,1027005179,0
40528,1443323483,1100216685,0
40529,81655031,854580722,0
40530,106083513,918662051,0
40531,440660848,1009341412,0
40532,802950558,1039845447,0
40533,75716700,846406291,0
40534,134164974,1048417919,0
40535,435930989,1008098679,0
40536,148202607,908163212,0
40537,435160597,1007703994,0
40538,188172018,932317064,0
40539,436083913,1008213724,0
40540,87540714,854626455,0
40541,416652248,1007391568,0
40542,188166681,932443805,0
40543,225643216,957862974,0
40544,8728760,1218896096,0
40545,50480929,460614430,1
40546,3515132404,1218895892,0
40547,82393255,954256770,0
40548,194410956,1036568737,0
40549,435913428,1008087624,0
40550,52343153,628804227,0
40551,3671699557,1233621786,0
40552,190645058,933476764,0
40553,569800970,1027169883,0
40554,440557431,1009231691,0
40555,436061491,1008137688,0
40556,50204910,442751530,1
40557,50306895,452034930,1
40558,1399050,9011930,0
40559,435849595,1008000614,0
40560,282501006,980089876,0
40561,569686632,1027072668,0
40562,435279627,1007788277,0
40563,435860247,1008057169,0
40564,569710802,1026883013,0
40565,99620456,861362372,0
40566,435875847,1008018599,0
40567,569818350,1027179508,0
40568,75423355,846202385,0
40569,50602472,471882030,1
40570,3098363730,1191058656,0
40571,303755586,995643545,0
40572,97866688,860283150,0
40573,435912501,1008085921,0
40574,569755570,1027047775,0
40575,177613181,928138195,0
40576,569599067,1026979180,0
40577,195238146,936394324,0
40578,435121937,1007587542,0
40579,440677906,1009346091,0
40580,1660114160,1153794211,1
40581,570608502,1027214939,0
40582,569697948,1027101138,0
40583,3215971051,1199077284,0
40584,201246734,939229890,0
40585,436110151,1008190908,0
40586,569733540,1027062724,0
40587,435251575,1007758019,0
40588,569855167,1026984834,0
40589,435887695,1008040024,0
40590,435059022,1007522781,0
40591,99917458,861528121,0
40592,59502265,879855737,0
40593,80207257,848930339,0
40594,1992901820,1119096388,0
40595,7584176,834072511,0
40596,569715719,1026944917,0
40597,2638937238,1155223388,0
40598,569779315,1026986926,0
40599,516282879,1020016710,0
40600,435908909,1008079772,0
40601,435304262,1007829331,0
40602,570713660,1027335448,0
40603,440541009,1009220527,0
40604,570624966,1027242586,0
40605,435271296,1007705153,0
40606,50248232,446116930,1
40607,503953295,1016880752,0
40608,155094109,910926152,0
40609,569998213,1027197089,0
40610,1388729679,1077979617,0
40611,435013238,1007511565,0
40612,569652124,1027046707,0
40613,569633674,1027069904,0
40614,569988246,1027181474,0
40615,62999212,830630406,0
40616,50226096,444538130,1
40617,109156564,866330308,0
40618,70542521,1079913331,0
40619,98039143,860345962,0
40620,411742767,1005357332,0
40621,82394386,979527577,0
40622,298811400,991459872,0
40623,116425597,834572255,0
40624,3492615366,1217606517,0
40625,569596991,1026887261,0
40626,1870985800,1108321491,0
40627,2405378053,1140204272,1
40628,435284812,1007824067,0
40629,3158888,100384230,0
40630,50571765,469200530,1
40631,50521786,464313530,1
40632,115636729,870972794,0
40633,7191966,732089853,0
40634,435909592,1008053896,0
40635,435903380,1008059173,0
40636,70043435,835817671,1
40637,154890837,1007416786,0
40638,436109928,1008186638,0
40639,2655400063,1156148138,0
40640,435176367,1007626437,0
40641,2536476445,1148457577,0
40642,3670408450,1232931250,0
40643,435096074,1007586100,0
40644,79580107,848600797,0
40645,59886158,728836775,0
40646,193173877,934914409,0
40647,47087999,322319454,0
40648,46638757,901534051,1
40649,2703099005,1158880613,0
40650,435135482,1007737479,0
40651,148808863,904297066,0
40652,156532718,912484954,0
40653,570634446,1027296807,0
40654,101254813,1070229395,0
40655,570624504,1027249962,0
40656,50209256,443116030,1
40657,3451509210,1213654691,0
40658,114857342,1024019950,0
40659,110266336,867463088,0
40660,2908355975,1172190567,0
40661,569736619,1027098746,0
40662,1814182,41541030,0
40663,3593138711,1226390239,0
40664,569638576,1026904859,0
40665,276344140,976875666,0
40666,1148394324,1065615441,0
40667,435023380,1007530570,0
40668,969448408,1051029444,0
40669,569632354,1027018433,0
40670,210517047,948070991,0
40671,46928680,870541518,0
40672,440572111,1009269066,0
40673,50555493,467712530,1
40674,192492759,934396753,0
40675,118058482,872751636,0
40676,5125248,296862079,0
40677,94416352,1084619079,0
40678,435881670,1008028135,0
40679,48133710,340743046,0
40680,445337053,1010243904,0
40681,1056166265,1055369871,0
40682,161548915,916571597,0
40683,569893604,1027155654,0
40684,240893362,962632831,0
40685,2491684034,1145460958,0
40686,94408851,860910502,0
40687,570738161,1027376850,0
40688,3131291961,1234870625,0
40689,50520617,464228230,1
40690,435939970,1008112593,0
40691,440659451,1009340662,0
40692,371034701,1002213895,0
40693,436059964,1008133405,0
40694,58388866,700795539,0
40695,139079447,892282669,0
40696,947367976,1049400880,0
40697,570715216,1027267539,0
40698,56426768,710541059,0
40699,570648008,1027281954,0
40700,436095688,1008165642,0
40701,435301693,1007819366,0
40702,47769698,333417179,0
40703,436061054,1008132276,0
40704,183625342,929866509,0
40705,2667200295,1156846523,0
40706,116562284,871644381,0
40707,81126029,911067212,0
40708,500774619,1017445492,0
40709,50334004,454039130,1
40710,2126481037,1127842872,0
40711,249012477,965047275,0
40712,569597543,1026880700,0
40713,569980974,1027174299,0
40714,108139713,1032177305,0
40715,155884406,911676861,0
40716,435872787,1008014472,0
40717,558208769,1026072169,0
40718,48735217,602596482,0
40719,569599186,1026942763,0
40720,435907538,1008069392,0
40721,3453611763,1213814731,0
40722,50277276,449506930,1
40723,569631424,1027035692,0
40724,435045531,1007620576,0
40725,54148639,844338652,0
40726,435148152,1007620308,0
40727,61327902,763167344,0
40728,679468996,1035009736,0
40729,1809431665,1103084444,0
40730,416656150,1007394122,0
40731,440569339,1009269260,0
40732,1300034325,1072089583,1
40733,68282451,834895632,0
40734,56160951,1010792840,0
40735,440658303,1009325220,0
40736,570734423,1027371974,0
40737,54420423,589570957,0
40738,3931962323,1266043698,0
40739,435068030,1007590027,0
40740,859749784,1045220043,0
40741,440689157,1009309879,0
40742,569660276,1027055523,0
40743,64574783,896415658,0
40744,569542375,1026783484,0
40745,3249072913,1202191044,0
40746,435024621,1007533025,0
40747,105708523,1014834137,0
40748,435913870,1008105537,0
40749,435064136,1007578731,0
40750,435891916,1008014683,0
40751,50262510,447187030,1
40752,1299632979,1071994081,0
40753,138317161,914096411,0
40754,569639553,1026897337,0
40755,102935240,862578472,0
40756,1959657740,1116517434,0
40757,64613897,876562670,0
40758,476856115,1015079159,0
40759,440576957,1009252863,0
40760,569552381,1026815547,0
40761,80495691,849187670,0
40762,435872110,1007997943,0
40763,435012806,1007506757,0
40764,569912077,1027058751,0
40765,569543495,1026784428,0
40766,16051809,857974300,0
40767,2291730215,1135057915,0
40768,446061980,1010714771,0
40769,50199815,442358630,1
40770,64613658,834569732,0
40771,435873591,1008000014,0
40772,298976002,991472549,0
40773,173278775,1050128846,0
40774,435042275,1007553512,0
40775,1617187984,1094400888,0
40776,155026753,910925700,0
40777,570678165,1027360524,0
40778,82572088,876569362,0
40779,569987538,1027183187,0
40780,569663335,1027112441,0
40781,532288586,1023109189,0
40782,2918339421,1173381094,0
40783,1512591226,1086467180,0
40784,435013512,1007509708,0
40785,436086838,1008151462,0
40786,569710463,1026850664,0
40787,125041028,879650424,0
40788,569575742,1026823717,0
40789,176652662,925185834,0
40790,289262137,984905224,0
40791,59382542,919320724,0
40792,435901388,1008062911,0
40793,565022202,1026563972,0
40794,3483024665,1216981933,0
40795,3723513034,1238318424,0
40796,841166782,1043088743,0
40797,436076627,1008205231,0
40798,1987460101,1118884742,0
40799,435126759,1007649326,0
40800,569965839,1027076459,0
40801,113681465,869690732,0
40802,2145555,323931302,0
40803,115523625,870870454,0
40804,87575157,1099361681,0
40805,569689573,1027094181,0
40806,1159350623,1066566739,0
40807,745271674,1038112269,0
40808,1569485072,1091870863,0
40809,2437026,848112793,0
40810,569539693,1026778958,0
40811,106963562,864918102,0
40812,96843788,861632281,0
40813,570641081,1027241610,0
40814,128808455,883801156,0
40815,144888439,898855168,0
40816,435907294,1008065114,0
40817,570615944,1027224257,0
40818,569908129,1026986186,0
40819,440563367,1009254913,0
40820,569774860,1027033818,0
40821,436059604,1008132396,0
40822,50279196,449666530,1
40823,3059822,293717488,0
40824,440690864,1009307463,0
40825,4034000243,1278811844,0
40826,3343757711,1207902146,0
40827,570689348,1027275330,0
40828,569656637,1027046597,0
40829,304920285,996161794,0
40830,52386897,830654543,0
40831,57433620,687737585,0
40832,570691559,1027300764,0
40833,569795780,1027141629,0
